Id,text,label
536,"Don't be fooled by the songs and jokes, this dude doesn't mess around when it comes time to take a test.  I studied my arse off and never got better than a 70% on a test. Took it again from Dr. Bayer and did MUCH better.",worry
537,"HARD! tons of time spent studying for this class. he makes it entertaining and makes the material comprehensiable, but his test are CRAZY! just stick it out until the end NO MATTER what. at the end you will see a HUGE curve and as long as you put the time into it, your grade might not reflect it at the moment but at the end...its victory",worry
538,"Let's be honest.  His tests are rediculously hard.  You would think after giving a 30 point curve on the 2nd test he would get a clue, but he didn't.  he makes it unbelievebly difficult and demanding on your time.  He is a great teacher and makes lecture really fun.  If your going to take him be prepared to eat, sleep, breathe anatomy.",worry
539,"I consider myself to be a great student, but this class was too much. I had to put in 35-40 hours a week of study and class time for a 4 credit hour class. I had to use his book that he wrote that was not edited and had no color. One day in class he said &quot;I can not beleive how stupid this class is&quot;. Horrible teacher that is only there for himself.",worry
540,This has honestly been my favorite class. Dr. Shively is a great professor! Just be prepared to study and work hard.,worry
541,REALLY FREAKIN HARD,worry
542,smiles when someone fails his class.,worry
543,No Comments,worry
544,This was the hardest class I have ever taken.  I pride myself on being intelligent and have always gotten really good grades.  On that note.....I did HORRIBLY in Dr. Shivley's class.  He is a nice person but the class is rediculous for an intro class.,worry
545,No Comments,worry
546,"I hated this teacher, he was freaking horrible!  He didn't even teach what you needed to know, and never clarified anything.  Absolutely terrible, never take him!!!",worry
547,No Comments,worry
548,Horrible teacher. Smart guy. Very confusing when he lectures. He jumps around and is very scatter brained. I went in for help on multiple occasions and he told me to not worry about it 'it won't be on the test'. But then those concepts were on the test and I did poorly. I ended this class with a C- which is the lowest grade I've ever received.,worry
549,"My advice to any student looking to take Biology would be, find any other teacher in the school to take this class from. Whaley is a very smart man. However, he is not a good teacher. You will have to read & teach yourself. His tests are difficult and have strange wording. He is also very disrespectful when he tries to answer a students question.",worry
550,"My major is biology because I love it! But after the first day of class I realized what I was in for... lots of late nights of stuDYING and tear covered papers. I've failed almost every test and I've studied like crazy. He likes to play the 'guess what I'm thinking' game, but he thinks really oddly. He requires so much outside of class.",worry
551,Hardly learned anything from the teacher. The most you will learn is from the kid sitting next to you and the internet. When asked questions he either gets frustrated or repeats himself exactly how he worded it the first time. Tests are really hard and there is a lot of homework. I'm a good student and I felt I was drowning.,worry
552,I'd rather be replace my visine with onion juice than sit through another lecture with Mr. Whaley. If being pubicly insulted is your thing Simply ask a question during class! You will be quizzed everyday. You will read everyday. You will be required to do work with his TA outside of class which is the only time you'll learn something.,worry
553,"I am not very good at Biology, but this teacher made it that much more difficult for me to understand. He knows all about biology but he can't teach it worth a darn. He is constantly yelling at students for asking questions. He requires you to meet with his T.A's every week and they hate him too. They were my only saving grace to pass this class.",worry
554,"Not a good teacher. The course is fine if you're driven to learn on your own, but he probably won't be much help.",worry
555,"Dont take classes from Whaley! He is incredibly rude to students and doesn't understand their questions. He can't talk clearly, and doesn't even understand his own power points. Worst teacher I've ever had.",worry
556,"Expects you to teach yourself the material. Gets irritated when you don't understand. He is a horrible teacher, doesn't understand questions. Gets things mixed up while teaching. Very confusing. He's a nice guy but a bad teacher.",worry
557,"I feel like his lectures are worthless. Don't be fooled, this isn't an easy A. You never really know what's going to be on the test unless you have a good TA to help with the recitation session. You really don't know what you need to study but it's based on total points so do all the homework and get 100% on that. ",worry
558,Couldn't stand the class. He constantly lectures about pointless issues that have nothing to do with the class and treats not being as intelligent as him as a crime. You must buy the overpriced book and expensive clicker if you want to pass. Turned biology into my most dreaded class even though I love bio. Doesn't answer questions either   ,worry
559,"Whaley is a nice and funny guy but he isn't a very good teacher and his lectures are pointless .. you have to go though because clicker questions are worth a lot on your grade. The only way to pass is to study hard for the tests and read each chapter thoroughly because the tests are hard,  but they are all curved (including the final) which helped.",worry
560,"Wayne Whaley is an extremely nice person, but doesn't really know how to teach that well. HIs lectures aren't very clear, but he try's his best to help you. I don't really recommend this class if you aren't serious about learning. Clicker questions are a big part of his class. ",worry
561,"This class if fairly simple.  If you have any background in chemistry or previous biology classes it will be a breeze.  Tests come directly from lecture slideshows and the practice exams he offers on Canvas. Exams are very straight forward.  Mandatory recitations are worthless, but lectures are bearable.  ",worry
562,"This class can be challenging at times, but it's not because of the professor. Some chapters are just difficult. He provides you with more than enough resources to succeed. Practice exams helped a ton. He drops your lowest test score, and the final is really easy. There's also a few extra credit opportunities. If you do your part you'll do well.",worry
563,"Expected us to only prepare one presentation and to come every week so we can critique the other presenters.  Fairly easy.  However, the bio department tried to make us write papers as well, but it was turned down.  May be enforced in the future.  He does interrupt the presenters fairly often to give his 2� even though it's not his presentation.",worry
564,"The only reason I got an A in this class is because I took intro bio and a principles of chem courses prior to enrolling. If you don't already have a strong foundation of both bio and chem you will struggle in this class. He talks at about 1000 wpm on a bad day, and doesn't listen very well. But he is committed to making sure you learn.",worry
565,"Rough class Whaley doesn't know how to lecture you will have to learn almost 100% on your own. The MB helps a lot and recitation sessions help as well, but it's still hard. You have to go to the recitation sessions too it's not a choice so add another hour into your work time that you didn't plan for.  We had a sub yesterday and I actually learned.",worry
566,"His tests are very difficult, and it's hard to know what to study for them.  However, he is willing to help you if you go to his office.  If all you need to do is pass a class, take him (you'll still need to do a decent amount of work).  If you're looking to get a higher grade, you may want to take a different teacher.",worry
567,unclear and disorganized his TA told me that 1/2 of the class will fail as if to brag about how hard he makes the class compared to other teachers.,worry
568,"This guy is literally the worst professor I have had. He babbles incoherently about the subjects at hand and his powerpoints aren't helpful. You have to read the chapters word for word or you won't pass, and on top of the normal required lab he has required labs of his own that are counted in your grade. He is unbearably bad at teaching.",worry
569,"Whaley is a nice guy but he is not good at teaching BIOL 1610. His lectures are confusing and boring. Youtube videos will be your best bet to understand what he is talking about. His tests are multiple choice & aren't super hard. He is using the clicker so people show up to class because honestly, you could pass this class without ever showing up.",worry
570,DON'T TAKE THIS CLASS!!! I had to drop this class becuase it was way too hard and Whaley doesn't teach well at all. He has powerpoints that have the information for the tests on them but then they end up not having the information needed. He expects you to not memorize the information but to learn it and apply it on the test. DON'T TAKE THIS CLASS!,worry
571,"This guy is a terrible professor. He is constantly contradicting what he says. When students have questions, he can't answer them clearly and just says the same exact thing he said that made them confused in the first place. Don't get me wrong, he's undoubtedly a great person, he is just terrible at teaching.",worry
572,The only reason he is a teacher is because it's a job in biology.  Puts his own bio interests in the lectures that have nothing to do with the test. Very long and difficult quizzes are due before class every period. Lectures are useless and confusing. He just fills in for the bio department. Expects you to learn all from your reading. Find another,worry
573,"Worst Biology Teacher at the University.  Such a hard class, filled with useless information. Others in lab with different teachers knew so much more than Whaley's students.  His powepoints were so long and useless.  Puts his own interests into the lesson rather than what we need to know for the test.  He doesnt even like to bio.  He just fills in",worry
574,"Dr. Whaley is the worst. I am an A student and I had to drop the class.  Daily powerpoints are 80+ slide long.  Test and homeworks are so hard.  He does not care to know who you are and hates anawsering questions.  Find another teacher at all costs.  He threw in so much useless information. He even told us he does not like this biology, but zoology",worry
575,"I went to class everyday, took notes, did my homework and reading. I went to every review session possible and I did horrible. I have never failed a class before and I have good grades. He was not helpful. He talks fast and expects you to learn a lot from your own reading. He doesn't give you time to process the info and some of it is irrelevant.",worry
576,"A lot of students don't like him because he is a &quot;hard&quot; teacher.  It's the amount of material that he has to cover that is a the problem for most students, they just use him as a scapegoat. If the Student wants to succeed, Whaley helps the student do so, but it is ultimately up to the student to decide how well they want to perform in the class.",worry
577,"Professor Whaley is a Zoologist whose passionate about birds, and butterflies. So the only way he's managed teaching his 1610 micro biology class, is because he's memorized his 5 year old PowerPoint lessons. He doesn't like taking questions. He doesn't have a study guide. He writes his tests like riddles. Must self teach from book to pass class.",worry
578,"You knew you were signing up for a class taught by an ornithologist, how interesting did you think it would be&#63; Extremely painful to sit through class as he reads verbatim off the slides. Teach yourself, be discipline in reading and mastering biology you'll be fine. If you thought this class was hard take Ochem, your defintion of hard will change.",worry
579,"Professor Whaley is a sweet, sweet man.  I regret to inform you that he isn't the best teacher.  He speaks very quickly and doesn't answer questions very clearly.  I wish he was my grandpa rather than my BIO 1010 teacher.",worry
580,"The professors teaching capabilities were low and came off as extremely condescending; especially when questions were asked. He also tested way harder than the level that he taught and even quizzed at. One on one, his personality is great and you can tell he means well.",worry
581,"Pretty good teacher. He can be a little confusing at times, but he gives you his power points, which if you know, you know the test. He requires you to have a very conceptual understanding of the material. You won't do well if you are not willing to read and STUDY his power points. He gets you ready for the DAT and MCAT if you are pre health bound!",worry
582,"How to do well in his class: read the slides, study the practice tests, do the end of chapter quiz's.  Honestly this was NOT that difficult of a class.  Just don't depend on whaley, go to the study center or make friends in the class",worry
583,If you like reading the book and getting no help from the professor then Whaley is the teacher for you.  He has been rated for the past 7 years and still has horrible ratings.,worry
584,This most worthless class ever. You can tell that Dr. Whaley hates teaching it. He stutters around questions and is generally unhelpful. His class is pretty easy as long as you read the book and go over his practice tests. He gives one in-class quiz at the beginning of the semester but after that don't even bother going to class.,worry
585,"Before I took a class from Professor Whaley, I loved Biology. This man's style of teaching, or the lack thereof, is completely ridiculous. His lame excuses and patronizing &quot;disscusions&quot; get old very fast. Don't take Bio from Whaley, whatever you do. He is understanding sometimes, but most times, he'll just tell you to &quot;change your major.&quot;",worry
586,"Do not take this class from Whaley! He was no help in letting the class know what would be on the tests, I got better grades when I didn't show up for class on the tests then when I went all the time.  The final was awful and he made no effort to tell us anything that would be on it or tell us what we should study.",worry
587,"Prof. Whaley is very scatterbrained sometimes.  I hardly attended class and got a good grade.  He tests straight from the book (and uses questions from his practice exams).  Whenever I have tried to talk to him he blew me off, demanding to know why I was in his office, and that if I needed something to hurry because he has a &quot;lot to do.&quot;",worry
588,"wasnt helpful, kind of rude and if you dont attend the class make sure you take every test and get a good grade.In class he doesnt talk about whats on the test.beware!",worry
589,"Passionate about his job. Not a horrible teacher. not clear at times but helpful if you ask questions. tests are hard but he grades on a curve. he budges under pressure. you'll most likely get a better grade than expected, I did.",worry
590,"most tests had uncovered material, that wasnt found in book or in lextures. I studied hours for tests and was boarderlinning a C-, the Final wasn't as tough as all the tests, overall this class was hard, i learned alot although my final grade reflected a C+",worry
591,Not a terrible teacher. I thought he was ok. If you think his class was hard and you are a biology major than i would recomend changing majors cause his class was one of the easier classes I had.  He is a little scatter brained but he explains what you need to know,worry
592,"I really love biology, but Whaley ruined it for me. His tests are ridiculously stupid, he tries to be sneaky, but it just comes across as confusing. I HATED his teaching style, he goes through dozens of powerpoints in a class just reading off of them. It almost seems like he has no idea what he is talking about. I had a very negative experience",worry
593,"His class was hard, i paid good money for a hard class i didn't want an easy A. His lessons were very confusing, it forced me to read the book ahead of him, and in doing so i learned the material very well. From my experience with other biology teachers, he is just as confusing as the rest. I WOULD RECOMEND THIS TEACHER TO PEOPLE WHO ACTUALLY CARE.",worry
594,"Prof. Whaley is an insanely hard teacher. I even heard one of the hardest in the west, and it's very easy to believe. It's a hard course, no doubt, he expects you to study about 2 hrs per hour of class time, and you'll need every minute of it! He's hard but good. Most students who do well in his class go on to do well in the MCATs'.",worry
595,His tests are so hard.  I studied like crazy and I still failed this class.  I didn't really go to class because I didn't understand anything that he was teaching because he goes through it so fast.  He just says read it and then you'll understand it.  I wouldn't recommend him.,worry
596,"He has got to be one of the worst teachers ever. The first day in class he says that if you want to do well on his tests that you have to study the text and the CD that comes with it. I took that to mean, &quot;I'm a terrible teacher and won't teach you a thing so your on your own.&quot; I was right.",worry
597,"Professor Whaley delights greatly in the dimise of his students. The test on genetics was so unbelievable difficult and excruciating i considered sending hate mail to Dr. Whaley. Its almost that he wants us to learn to fail, rather than learn biology to become med students. Very dissatisfied with his teaching ability.",worry
598,"Dr. Whaley cares more about covering the material than helping his studets to understand and learn. He does not answer student questions in a clear way, instead just restating what he said the first time(which caused the confusion in the first place) It almost seems that he wants his students to fail rather than succeed.  He is a horrible professor",worry
599,"Worst teacher at UVSC. I have had some bad ones, but he truly does not care about helping his students. I saw too many poor kids get torn a new one for asking something in class. Steer clear of this one if you want to get what you pay for with your tuition.",worry
600,No Comments,worry
601,"This teacher sucks big time. He's probably the worst teacher i've ever had. Like everyone else said, it would be easier for you to read the book and do it on your own. He's very easy though.",worry
602,Dr. Whaley has only one thin on his mind...Swallowtail Butterfies.  He's the world's foremost authority on the subject.  But he has very little time or patience for first year Biology students.  He has no interest in making sure you understand the material (very disorganized) and heaven help you if you ask a question in his class.  Caveat emptor!!!,worry
603,I studied for countless hours and I still came out with a horrible grade. I went to class everytime and used every study method I could think of. If your not a genius don't expect to get a good grade in this class.,worry
604,ever seen the movie Waynes World&#63; skatter brained and half the time he doesnt know what he is talking about. the text book he uses sucks. take this class from another school. i wish bybee thaught this class. the lab is a joke! it reminds me of high school science projects.,worry
605,"unorganized, apathetic, and basically didn't seem to enjoy or understand how to teach the class at all. The school should only employ him to do research because he is not qualified to teach",worry
606,Not very good. I would not recommend taking him.,worry
607,"Avoid this guy, he's a fool. All these people who say &quot;you just have to read the book and you'll be fine&quot; are right, but thats always the case in every class. Find a different teacher who can actually teach you something.",worry
608,You must have missed class buddy. None of his lecture had anything to do with the test nor did we ever go over the tests. You are right about the tests being from the book but not as clearly as one would think.  Take this class elsewhere before coming,worry
609,No Comments,worry
610,"Skatter-bained! Take chem before his class, you will have to correct him many times.  Don't recommend him! Can't teach, doesn't test on what he teaches, most class time is off topic.  No point to attend class! I acquired all my knowledge from the book.",worry
611,"Unfortunately he is the only teacher for 2110! He is a terrible teacher. Nice guy, but doesn't know how to teach. Be sure to have at least some chemistry background because when he gets into that his students have to correct him a lot of the time!",worry
612,"easy, but you have to read your book!",worry
613,I would never take this class-especially online. I have never seen someone who would never communicate with his students. I tried to contact him few times  and I gave up. I don't mind about lots of homework or whatever but he is one of the worst professors I have ever met in my entire life.,worry
614,"Took online. I hate his trick question quizzes and tests. I've gotten mostly 100% but I have to sit there for hours and analyze. He uses fancy vocab in his lectures with out defining his jargon words. He doesn't communicate at all with you through emails and such, not even if you use canvas. his links to learn more about concepts never work- EVER.",worry
615,Be prepared to spend half a semester stroking the ego of Charles Darwin only to have no questions about him on the final. This class was horribly structured and after studying all online materials I could find for a bio 1010 final I walked out of the test blindsided by the 3000 level questions. Not to mention he never responds to emails.,worry
616,"If you're unlucky enough to get this course, GET THE OPTIONAL TEXTBOOK. The teaching model is poor, with ridiculously long reading assignments, and 3 question quizzes over the material (quizzes are 25% of final grade). The textbook helps to condense & explain the material. Some quiz material is not covered in the online videos. The textbook helps.",worry
617,"His tests are really difficult. I would study hard for them, visit him to ask additional questions, and would still get C's on his tests. This was the same story from my other classmates. He is a decent guy and you will learn A LOT. But you may struggle keeping your head above water during the semester  Consider taking Professor Bayer- Choose life!",worry
618,"There is no book, just random websites he assigns you to read from. Instead of basing the tests on the information from the websites, the tests are based off of Biology textbooks that we don't use. Because of that, the tests are VERY hard to study for.  Also, the final was really hard (no study guide). The class average was 51/110.",worry
619,"I have nothing good to say about Professor Parker. As others have said, he didn't have anything to do with the course. To expound on that, none of his exams matched the course material he used (but did not create), and the final exam was mostly chemistry questions, which matched neither his stolen course material or his mid-terms exams.",worry
620,"Absolutely ridiculous class. Uses material and lectures from a different professor, tests are arbitrary and impossible to study for, the final was super heavy on one section of material, and, again, impossible to study for. Yes, I passed. Yes, I got a decent grade. But this class was way too much of a headache. Do not take from this professor!",worry
621,The material is copy pasted from a three year old course that he didn't even create and then tests us on material NOT from the online lectures (think BIOL 3000+ material). Written assignments are graded by a TA so he doesn't even do his own grading for ANY of the work. Why should I bother to put in effort into class when  my teacher doesn't?,worry
622,He isn't even teaching a class he put together. Its a 3 year old course from another Prof. He doesn't seem to understand the online system. Incredible amounts of reading assigned in a very short period of time. Tests cover the most minute details. This is not biology 1010. This is a 3000 level class. Do not take unless you literally have no choice.,worry
623,"I don't know where he gets the materials for everything, but quizzes, tests, and exams all seemed to have different information. I would get 100% on the quizzes and tests, and then get into the exam and walk out with a 50% feeling like it was all new information. He basically just reads off the slide shows he has prepared. It was a confusing class.",worry
624,"Seems like he wants you to learn bio, but does not want you to do well in the class. Lessons are general but tests are specific and cover things not discussed in class, they are loaded with trick questions. If you are a bio major looking for a challenge then he is great, but if you are just looking to get your 3cr GE bio credit then there is easier",worry
625,"The workload in this class is ridiculous. You could easily spend 2 to 4 hours per day just trying to keep up with this class. The quizzes are very difficult, the exams are even worse. If you retake the quizzes the second set of questions is always harder than the first. I would not recommend anyone taking this class from him. I should have looked.",worry
626,The quizzes and tests are NOT based on lectures or reading... The only helpful information I found for this class was Quizlet... study for the exams using Quizlet and you will score will... if you actually do the work expect to be befuddled on the exams...,worry
627,"I took this course online after earning a C+ years ago on the main campus. I ended up with a letter grade lower the second time around. The course online is doable if you will set aside time to study. It's easy to do the assignments but the tests are more difficult. If you aren't a good test taker this class isn't for you,the final exam is tough!",worry
628,This was my chance to retake biology (I passed several years ago with a C) I thought this would be an easy shot since I am in my third year and know my stuff. Not so!! The material was way harder than necessary and I didn't learn a thing. Doesn't let you go back to check answers on quiz and everything is on websites and 2 hr long videos on Darwin.,worry
629,Not book based teaching.  All things expected to learn are from websites.  ,worry
630,His tests are awful!  He writes his own tests but he shouldn't. so bad! trick questions galore! ,worry
631,DO NOT TAKE. Parker is a hard teacher. He doesn't work well with the students. Tests are tough. ,worry
632,AVOID AVOID AVOID!!!!!!  He treats you like you are a lesser being and expects you to pass a timed 30 minute quiz that he is weeks away from covering the material and the quiz content is hardly on his slides and the chapter readings are about 100 pages each with fine print.  So good luck trying to find the answers on your own. ,worry
633,"Professor Parker makes a lot of comparisons with everyday things, which can get a little confusing. I basically teach myself Biology and we have quizzes all the time about material we haven't even covered yet.  It's not a hard class, but it can be quite stressful and inconvenient.",worry
634,"He's a good teacher and explains things well. He tries to be funny (usually isn't), but at least tries to make the class relatively interesting. However, I wouldn't recommend taking the class because he tests you on material he hasn't taught yet. His lessons are about 2 weeks behind the tests and quizzes so you're required to teach yourself. ",worry
635,"I'm not going to lie, this is a hard class. You have to know A LOT! But Professor Parker is a good teacher. He's really funny and is extremely nice and helpful when you have a question. You won't need a textbook other than for the LearnSmart assignments he makes you do. All of his tests are based off of his PowerPoints and old exams, so take notes!",worry
636,Professor Parker is terrible. I was seriously confused the whole semester and when you ask questions he makes you feel really stupid. I would not recommend Professor Parker to ANYONE.  Tests are really hard and when you ask what chapters in the text book that are being covered he says all of them. ,worry
637,I didn't realize until now that I ended up getting a B+ in the class & I have NO idea how that happened because I only passed one test the entire semester. He walks and sweats and rambles the entire class. He reminds me of Kevin from the office: boring. He just lectures and only has exams so you need to study EVERYTHING in class. Do not reccommend.,worry
638,"This class was not easy. If you follow the course objectives and use the old practice exams (extensively), you'll pull off a good grade. It was a lot to take in, especially for someone who isn't majoring in science whatsoever.",worry
639,"Worst teacher ever! I have now taken this class twice and have passed both times, but not with a very good grade. Your grade is weighted by exams and quizzes, which are nearly impossible to understand. A friend of mine taking biology at BYU looked at one of my quizzes and said that it was harder than the test she had recently taken that day.",worry
640,"By far the worst teacher I have ever came across. Went to him several times and ask for help because I was struggling and he simply told me to 'Do better.' Test you on things you haven't covered yet, ramble on about nothing, no homework to help your grade, and no matter how hard you study the material, it's always different on the test. Horrible.",worry
641,"Doesn't respond to e-mails, rambles about nothing useful during class, doesn't follow chapter outline of textbook, grade is based solely on exams and a few quizzes - no homework to cushion grade or help with understanding of concepts. Nothing but a cause of stress. This class is the reason I no longer have a scholarship. I even had a tutor.",worry
642,horrible class. no class interaction just lectures the entire time. he goes on tangents all of the time but still expects you to know everything. his study guides aren't at all like his tests and he has a lot of work for you to do. He treats you all like you know everything already. it's nearly impossible to pass his class.,worry
643,"DON'T TAKE IT. Tests are tricky. There's no hw to cushion your grade. He takes your top 10 best quiz grades to replace a test grade, but even that doesn't help.  I had another Biology professor tutor me and she said the material he taught should be in advanced bio classes and he didn't make sense of his questions. Avoid him.",worry
644,"He is very vague, and then his tests are super hard. I have taken biology twice, including a college prep biology class in high school and still have no idea what is going on during the tests. Questions are worded weird and when he is asked questions about stuff in class he tells stupid stories instead of answering it coherently. AVOID THIS CLASS!",worry
645,"Horrible teacher, do not take him if at all possible. Choose another professor other than Parker. He makes his class and quizes easy and then when you think that you are catching on and you know your stuff, his tests come along and wipe you out and ruin any chance of a good grade. Horrible, Horrible, Horrible!!!!",worry
646,"If at all possible wait until there's a better teacher you can take Cell Bio from. Doesn't test you on huge sections that he covers then asks for overly specific things on stuff he talked almost nothing about in class. Don't take from him, have have been warned.",worry
647,Wait so what you talked about for 20 minutes wont be on the test but the 5 second mention of an additional protein will be a third of the test questions&#63;,worry
648,This professor is awful. DO NOT TAKE HIM! Unclear on everthing. tests you on material never discussed in the class. REAL BAD TEACHER,worry
649,He is a pretty cool teacher. He says that everything on the test or quizzes will be talked about in class which is untrue. He has a quiz every weekend that covers materials which are worded strngly and covers materials he has not talked about. He is a cool funny guy but his test is a little hard.,worry
650,"I would recommend not getting the book, his tests are on the things he talks about in class.  He dumbs down his lectures so you feel like you have a grip on the material but he doesn't dumb down the tests.  He goes into way more detail than necessary. With teachers like him it's no surprise that Biol 1010 is the most failed course at UVU.",worry
651,"A teacher so bad he was hung in effigee by students. Test material is not found in book or covered in class. It's easy to feel like you know what's going on in lectures but when it comes time for a test, quiz or anything else you are going to be graded on it's another story. Asking questions is futile. He dodges them. Take Bio from Bybee or Harris.",worry
652,At any cost do not take this teacher. you will learn nothing but yet somehow its really hard to get a good grade.,worry
653,"Horrible teacher. He was unclear about what the tests were on and the tests were awful. Extremely hard class, DO NOT TAKE IT!! I usually get A's and i got a D. Do not take this class.",worry
654,worst teacher ever. i went to almost every class and copied the power point notes word for word. i read the chapters and made note cards for every test. i would study for hours and failed most of them. none of the material learned in class is on the tests. it was horrible. i normally get all a's but got a c in this class.,worry
655,"Frustration is the theme of this class. Lectures are barely useful. The test questions were in fact written by Hitler. Condescending looks and answers to your questions are typical. I managed an A, no thanks to him, I just neglected friends and family for 3 months to study. Boycott this &quot;teacher&quot; he contributes to Americas poor education. HORRIBLE.",worry
656,"Horrible teacher. Lectures were often irrelevant to tests and quizzes. Your text is your only hope for a good grade. Tests are very specific lectures are very, very vague. I went to talk to him on two occasions over a concept I was struggling with and was met with rudeness and disrespect.",worry
657,"This was the worst teacher ever! I went to class everyday, wrote notes word for word then re-wrote my notes, read the chapters, then studied the study objectives and still only got a C+. He sucks. Words can't even describe how terrible he is. Do not take this class.",worry
658,just get out of the class while you still can. i'm a straight a student and i barely passed the class. i studied at least eight hours a week and still did terrible in the class. just dont waste your time or money for this class. STAY FAR AWAY FROM THIS GUY!!!!!!!,worry
659,"Definitely not an intro to biology class. Tests are WAY hard and that is the basis of your whole grade. There is one research paper, which he grades harshly. He never returns emails. Could quite possibly the worst professor at UVU. He definitely ruined any interest I had in any science field.",worry
660,Parker is the most worthless teacher I have ever had. I have emailed him several times and never get anything back. He had surgery this semester and we had a sub for over a month who was WAY better then him. He takes forever to explain one concept and has analogies he uses that make him sound like a retard and they make it was harder to understand.,worry
661,"AVOID AT ALL MEASURES. Seriously, I saw his reviews and still thought that i could handle his class, but i couldnt. He is so unclear about everything he teaches, and when you do understand a subject, it isnt on the test. The tests are so hard, and i think my class averaged a 62% on one test. If you are looking for a good grade, then abort the missi",worry
662,"He as a person is a nice guy, but teaching is not his high point... which is interesting because he should be a good teacher since that's his profession....",worry
663,"I had his class. I enjoyed and learned much. We were supposed to study 2 hours for every hour in class. But when I actually did do that, it didn't help whatsoever. The paper wasn't too bad. I honestly don't know how the hell I got a C+ in his class. I still don't know what I got on the research paper or the final to this day. Oh well, the classisov",worry
664,"worst teacher, just stay away from him",worry
665,"He is a nice guy, but that's about the only good thing I have to say about him. All you have to study with for the tests are his lectures, which have nothing to do with the tests. His tests are impossibly hard. To top it off all that your grade is made of is three tests and the final. You are MUCH MUCH MUCH better off with any other teacher.",worry
666,"Dr. Parker is very nice,very intelligent. However, he teaches as if he was at an Ivy League University and as if we were all biology majors at an Ivy League University. What is discussed in class has almost no relevance to what is on the tests. Unless you are a science nerd avoid his class. He needs to work on his teaching skills.",worry
667,I am a straight A student and I pulled a D in his class. I tried to study for the life of me for his tests but did not help at all. His tests are very hard and his lectures in class do not pertain to any importance to the information on the tests. almost no homework a very confusing man.  verty nice and very intelligent but doesnt know how to teach,worry
668,"Parker is a nice guy all around. However, his teaching skills are terrible! He just stands up there and lectures to you like you already know what the heck he is talking about. Looking back on the semester I should have missed all his classes, read the book, and I would have received the same grade. He puts useful powerpoints on his blackboard.",worry
669,This professor is extremely useless to the idea of teaching your students what a joke. please find someone else dont get this joke you will regret every moment. wheres the fired button.,worry
670,"Parker was RIDICULOUS.  He lectured with out powerpoint the first 3/4 of the course.  His analogies are so ridiculous that everyone ended up more confused! In addition, His tests were ridiculously hard and confusing.  If you have to take BIO 1010, let him be your LAST RESORT for a professor!",worry
671,"No required text, all lecture based, classes are usually 100+ students so questions aren't very effective. Not much homework at all, however grade depends on 3 or so quizzes, 4 tests and a research paper. Tests are HARD!",worry
672,"Parker is a good guy just a crappy teacher, impossible to get a hold of. If you try to talk to him in person he just says email him, when you email him he never replies back. His tests are extremely difficult! Only nice thing is you have no homework. You do have to write a 3-5 page essay one time in the semester. He's definitely a terrible teacher!",worry
673,DONT TAKE THIS CLASS PERIOD! WORST TEACHER AT UVU!!!,worry
674,"This is one hard class and Parker is not the easier professor to take it from. His tests come out of his lectures so I thought taking notes would be enough, but his tests are REALLY hard. I'm a straight-A student and will be hoping to pull a C out of this class.",worry
675,"Extraordinarily, fantastically, impossibly, massively, excruciatingly painfully, nerve-wrackingly hard. He made all my other professors combined look like softies, and I was only in a 1010 class!",worry
676,"Man, I got rocked. He is a great professor and is willing to help you out but his t est are still way tough and they really challenge you. Throughout his lectures you can sit there and listen and engage in what he's saying but then you come out not knowing what he was talking about. He makes it a lot more complicated than it should be.",worry
677,"Alright, I may have already taken 2 years of biology prior to this class and STILL don't understand it, but his tests are HARD! I got a 61% percent on his test and still got higher than most of the other students in the class. And I studied my BUTT off. But other than that, there aren't assignments and if you understand biology inside out, take it.",worry
678,"I liked Weber. He's nice, funny, and teaches things in a very organized way. Would definitely recommend!",worry
679,"Professor Weber is a good guy and a fine teacher. I don't particularly love the subject but Weber made this class easier for me. I recommend you buy his note packet, it's helpful! I also recommend you visit during office hours if you need help.",worry
680,"If you begin with a negative attitude in the class, either pertaining to the professor or the material, he will pick up on it. If you are negative, the class becomes ten times harder. If you work to be friendly and participate, Mr. Weber will become your best friend. I passed this class with flying colors and found it quite easy.",worry
681,"A very hard class if you don't put the effort in. If you do try, it's not too bad. Weber offers a book with all the notes and in order to succeed I suggest you buy it! He goes through that thing the whole year and if you have it you will do a lot better. Overall average teacher, but you have to work hard to do well.",worry
682,Didn't teach. Makes fun of you when you come in for help.,worry
683,"Bill is not a nice person to meet with in office hours. I realized after 5 visits that I was wasting my time. Get a tutor, get through the class and don't look back. He's also the department head for college algebra, so I'd advise taking any retake at LCCC Albany because I retook Webers class once after failing and failed the second time. ",worry
684,Is a really nice guy you just have to understand him! Good humor. Course is incredibly difficult for a 1000 based course! If you need help seek office hours. If you attend class and put in work you will pass with a C. Don't expect much higher! Lectures are very boring. Exams tough (40 % of grade)! Homework easy (half is online).,worry
685,"The material Weber puts on his test are entirely far off from what is covered in class and on assignments. He frequently made mistakes when demonstrating problems on the chalk board that, on a test, would lose a student all credit points.",worry
686,"It would seem that Bill's idea of teaching is to dumb the lectures down as much as possible so that the students think they're understanding the material, but then to give them horrendously hard tests in order to create artificial bell curves.  Very state-school.  Hopefully deans  et al. can see through such tactics which constitute poor teaching.",worry
